state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
SD,93,area_code_510,False,False,0,328.1,106,151.7,89,303.5,114,8.7,3,1,True
GA,98,area_code_408,False,False,0,126.3,102,166.8,85,187.8,135,9.4,2,3,False
AK,156,area_code_510,False,False,0,123.7,96,103.0,80,189.4,82,13.1,4,1,False
NM,16,area_code_510,False,False,0,144.8,84,164.9,141,231.5,75,8.2,4,2,False
TX,106,area_code_415,False,False,0,182.8,96,193.7,93,219.5,113,7.7,2,2,False
AL,12,area_code_408,False,False,0,239.7,112,221.1,122,207.3,109,11.1,3,2,False
VA,67,area_code_408,False,False,0,176.2,120,236.0,138,152.5,104,10.6,4,1,False
UT,110,area_code_415,False,False,0,271.1,108,237.0,122,239.9,122,9.8,5,2,True
WV,68,area_code_415,False,False,0,231.1,57,153.4,55,191.3,123,9.6,4,3,False
NC,75,area_code_408,False,False,0,203.3,70,228.9,97,222.2,118,14.3,3,1,False
MN,133,area_code_415,False,False,0,128.9,85,201.4,93,275.3,103,11.1,3,1,False
AZ,163,area_code_510,False,False,0,178.7,56,215.7,79,152.7,84,10.6,2,4,False
AZ,102,area_code_510,False,False,0,171.6,116,219.4,111,242.1,85,12.1,4,0,True
MI,93,area_code_415,True,False,0,216.9,61,207.4,120,221.7,110,17.5,5,1,True
WY,131,area_code_510,False,False,0,110.9,74,115.6,90,190.5,114,15.8,9,1,False
MD,139,area_code_415,False,False,0,102.2,76,230.0,106,183.4,136,10.8,4,1,False
NE,155,area_code_408,False,True,21,195.9,91,213.9,84,88.2,111,8.6,4,0,False
MT,58,area_code_510,False,True,29,240.4,80,118.9,91,164.2,108,11.2,3,1,False
ME,55,area_code_510,False,False,0,181.3,100,200.5,122,226.9,99,10.9,2,1,False
MI,146,area_code_408,False,False,0,149.3,83,187.1,130,149.8,100,7.9,4,7,True
NE,64,area_code_408,False,False,0,261.9,113,148.1,99,145.2,74,13.8,4,0,False
NV,58,area_code_408,False,False,0,191.3,120,216.4,124,100.3,132,8.6,9,3,False
MN,138,area_code_415,False,False,0,194.3,83,189.9,97,232.2,102,9.0,3,5,False
MI,126,area_code_415,True,True,26,129.3,123,176.5,114,154.5,102,9.6,7,1,False
CO,61,area_code_510,False,False,0,88.1,60,129.7,108,169.0,87,13.3,4,2,False
KS,124,area_code_415,False,False,0,94.8,102,238.9,91,279.4,94,11.6,3,2,False
MA,93,area_code_415,False,False,0,173.0,131,190.4,108,290.0,66,10.4,2,0,False
DE,122,area_code_510,False,False,0,157.1,134,184.9,122,197.2,59,8.5,5,4,True
ME,149,area_code_408,False,False,0,237.6,79,192.4,107,207.4,111,9.1,9,0,False
OR,149,area_code_415,False,False,0,114.5,103,228.8,100,135.8,74,10.7,3,0,False
AR,5,area_code_415,False,False,0,199.2,106,187.3,12,214.0,85,13.3,3,3,False
AZ,97,area_code_408,False,True,25,141.0,101,212.0,85,175.2,138,4.9,2,3,False
MO,135,area_code_510,False,False,0,246.8,129,187.8,121,154.5,109,12.6,5,1,False
LA,155,area_code_408,False,True,39,183.3,106,205.1,101,263.7,90,5.1,7,1,False
IL,151,area_code_408,False,False,0,175.3,106,144.3,87,160.2,88,11.8,5,0,False
WA,75,area_code_510,False,True,41,130.9,115,203.4,110,171.7,68,12.4,4,1,False
AR,135,area_code_510,False,True,27,273.4,141,154.0,99,245.8,112,12.3,6,1,False
ID,73,area_code_510,False,True,33,217.7,108,245.7,106,242.9,100,8.8,6,1,False
MO,132,area_code_408,False,False,0,206.2,100,211.2,118,196.2,122,10.2,6,1,False
OR,138,area_code_415,True,True,28,211.2,117,312.5,98,178.0,118,10.7,2,3,True
AZ,88,area_code_415,False,False,0,172.8,81,193.4,90,89.6,107,12.8,5,2,False
CT,90,area_code_415,False,False,0,175.9,111,285.2,115,150.8,122,13.0,7,1,False
KS,46,area_code_510,False,False,0,250.3,100,260.6,90,195.0,104,13.3,2,2,True
VT,74,area_code_415,False,True,24,124.2,146,266.2,84,156.7,108,11.5,6,3,False
NC,155,area_code_408,False,False,0,262.4,55,194.6,113,146.5,85,8.3,6,2,False
TX,217,area_code_408,False,False,0,176.4,115,158.8,128,306.6,107,9.3,3,4,False
GA,57,area_code_408,True,True,30,234.5,130,195.2,116,268.8,94,11.4,4,2,False
NM,103,area_code_415,False,False,0,173.5,83,244.3,65,221.6,66,9.7,2,3,False
AZ,136,area_code_510,False,False,0,92.0,117,253.6,77,214.1,90,10.3,10,1,False
IL,74,area_code_510,False,True,27,154.1,122,195.3,150,276.7,86,13.2,2,4,False
AR,57,area_code_415,False,True,26,138.7,99,134.5,105,261.7,95,13.0,5,2,False
PA,91,area_code_510,False,False,0,143.2,127,103.0,89,233.5,94,12.7,3,2,False
SC,111,area_code_415,False,False,0,110.4,103,137.3,102,189.6,105,7.7,6,2,False
WV,159,area_code_415,False,False,0,169.8,114,197.7,105,193.7,82,11.6,4,1,False
WV,177,area_code_408,False,False,0,227.8,81,161.8,97,217.0,106,8.0,5,1,False
DE,54,area_code_415,True,False,0,214.1,77,240.5,94,188.9,75,10.1,3,1,False
OR,117,area_code_415,False,True,38,259.3,94,245.6,71,269.3,125,9.2,1,3,False
UT,36,area_code_415,False,True,16,149.4,111,131.8,113,132.7,87,6.7,2,0,False
HI,64,area_code_415,False,False,0,194.2,147,173.4,87,268.7,114,5.5,2,2,False
HI,190,area_code_408,False,False,0,150.9,86,268.6,129,179.9,73,14.7,1,1,False
NY,40,area_code_510,False,False,0,115.7,105,127.8,113,107.5,91,9.3,6,1,False
MI,63,area_code_510,False,False,0,185.3,87,225.3,87,194.3,93,11.7,3,0,False
MO,196,area_code_415,False,False,0,234.0,109,249.5,114,173.1,70,9.1,5,2,False
MN,145,area_code_408,False,False,0,241.7,137,135.8,100,277.6,123,13.1,3,0,False
WV,115,area_code_510,True,False,0,249.9,95,242.5,104,151.7,121,15.3,6,1,True
MO,45,area_code_408,False,False,0,207.6,71,152.7,94,217.8,125,12.4,13,1,False
FL,108,area_code_510,False,False,0,210.7,112,238.7,73,253.6,90,9.2,5,3,False
NE,166,area_code_415,False,False,0,238.6,117,242.8,73,203.3,130,10.0,8,4,False
UT,201,area_code_510,False,False,0,212.7,72,225.2,90,195.1,99,7.0,6,1,False
NM,25,area_code_415,False,False,0,119.3,87,211.5,101,268.9,86,10.5,4,3,False
DC,81,area_code_510,True,False,0,227.4,105,211.5,120,258.2,113,11.9,3,0,False
PA,25,area_code_415,False,False,0,195.2,77,193.4,81,231.8,59,12.2,4,2,False
IN,65,area_code_415,False,False,0,129.1,137,228.5,83,208.8,111,12.7,6,4,True
DE,64,area_code_415,False,True,31,281.9,121,240.6,104,212.2,120,7.0,5,3,False
OK,116,area_code_408,False,False,0,211.3,91,190.9,116,184.1,134,6.3,4,2,False
PA,140,area_code_408,False,False,0,112.8,89,156.7,65,249.6,85,16.3,6,0,False
MS,86,area_code_510,False,True,39,261.2,122,214.2,101,154.9,101,12.7,5,2,False
NC,72,area_code_415,False,False,0,196.5,88,158.6,129,269.3,118,6.8,3,0,False
TX,104,area_code_415,False,False,0,261.2,81,209.1,130,281.1,121,11.3,1,2,True
ID,71,area_code_415,False,False,0,212.1,114,235.9,91,207.7,135,11.3,5,4,False
SD,72,area_code_415,False,True,38,84.3,116,267.2,127,167.7,75,8.3,6,4,True
ME,66,area_code_408,False,True,26,254.9,108,243.2,135,190.8,95,5.4,3,2,False
RI,116,area_code_510,False,False,0,137.4,126,120.0,94,130.3,64,12.4,2,3,False
MT,51,area_code_415,False,True,26,236.8,61,263.4,97,181.1,91,11.2,8,1,False
MN,40,area_code_510,True,False,0,170.7,55,179.1,108,281.9,89,8.2,9,3,False
NJ,45,area_code_510,False,False,0,155.7,110,260.3,103,192.2,98,11.0,1,1,False
NV,104,area_code_415,False,False,0,210.9,90,272.2,101,304.3,86,10.6,5,3,True
WV,66,area_code_415,False,False,0,239.6,120,230.3,110,153.0,82,8.6,3,1,False
OH,125,area_code_408,False,False,0,106.1,95,157.6,113,192.5,69,8.1,3,1,False
MN,85,area_code_415,False,False,0,234.5,113,237.3,116,122.7,110,12.9,3,4,False
MS,136,area_code_415,False,True,24,174.6,76,176.6,114,214.4,91,8.8,5,2,False
OK,154,area_code_415,True,False,0,145.9,69,208.2,141,180.9,106,14.4,10,0,True
MA,101,area_code_408,False,False,0,189.0,122,179.2,91,186.8,170,11.1,6,0,False
IN,94,area_code_408,False,False,0,157.9,105,155.0,101,189.6,84,8.0,5,4,True
WY,86,area_code_415,False,False,0,227.9,105,218.7,118,223.2,120,14.2,5,3,False
WV,145,area_code_415,False,False,0,129.4,97,185.4,101,204.7,106,1.1,2,2,False
VT,99,area_code_415,False,False,0,115.5,75,218.1,111,254.9,98,11.5,7,7,True
NV,86,area_code_510,False,False,0,141.3,72,154.3,95,210.6,91,8.2,5,1,False
AZ,48,area_code_415,False,True,27,141.1,109,224.7,94,174.3,122,13.2,2,1,False
UT,61,area_code_415,True,True,29,128.2,119,171.7,83,250.9,114,11.7,6,3,False
ID,113,area_code_415,False,True,30,183.8,102,183.4,123,235.0,52,11.6,7,0,False
GA,44,area_code_510,False,False,0,288.1,112,258.0,92,192.4,90,10.2,4,3,True
WV,113,area_code_510,False,False,0,72.5,88,204.0,112,117.9,118,6.6,3,1,False
NV,134,area_code_415,False,False,0,199.7,107,205.8,86,198.8,125,8.3,5,0,False
KS,94,area_code_510,False,True,28,233.2,88,113.3,102,118.0,71,16.1,4,0,False
OR,120,area_code_415,False,False,0,252.0,120,150.2,106,151.8,96,9.6,1,2,False
FL,79,area_code_510,False,False,0,130.2,119,290.9,121,194.8,140,14.0,6,3,False
CT,115,area_code_415,False,False,0,245.0,97,250.7,75,270.2,124,13.7,8,1,True
WA,64,area_code_510,False,False,0,50.6,91,308.9,78,255.4,114,13.7,5,2,False
NJ,16,area_code_510,False,False,0,228.6,130,208.4,103,195.3,118,11.9,7,0,False
WV,176,area_code_415,False,False,0,162.6,97,227.8,107,218.8,92,11.3,4,1,False
WY,177,area_code_415,False,False,0,175.7,120,168.6,90,198.9,110,14.6,4,1,False
OR,112,area_code_408,False,False,0,135.7,34,243.0,99,209.3,115,12.2,8,1,False
NC,27,area_code_408,False,False,0,201.2,128,227.2,100,145.8,91,8.4,3,2,False
VT,93,area_code_408,False,False,0,149.6,120,200.7,85,181.2,107,14.3,9,0,False
MS,158,area_code_510,False,False,0,175.9,105,188.3,88,188.3,98,11.0,6,1,False
FL,22,area_code_415,False,False,0,181.8,108,198.6,148,206.6,96,9.3,3,2,False
IL,137,area_code_408,True,False,0,237.3,103,176.7,84,263.4,81,14.2,4,0,True
CT,134,area_code_408,False,True,32,80.3,94,199.9,124,170.8,117,16.6,3,0,False
MA,121,area_code_510,False,True,24,218.2,88,348.5,108,212.6,118,7.5,7,3,False
HI,87,area_code_510,False,False,0,297.4,63,118.4,108,242.3,72,11.0,2,2,True
CT,119,area_code_408,False,False,0,294.2,100,232.5,53,195.0,64,9.0,1,0,True
NC,129,area_code_415,False,False,0,54.7,131,256.1,105,176.6,135,11.1,4,1,False
WI,116,area_code_408,False,False,0,152.4,101,191.0,90,143.0,96,11.1,9,0,False
PA,119,area_code_408,False,False,0,260.1,101,256.5,68,229.1,89,10.0,2,1,True
OK,17,area_code_408,False,False,0,180.4,121,228.5,111,199.5,99,14.8,5,0,False
WV,114,area_code_510,False,True,30,206.2,79,260.0,91,291.6,83,11.4,6,1,False
KY,140,area_code_408,False,True,24,235.4,92,160.9,71,211.9,99,8.9,2,3,False
NY,140,area_code_415,False,False,0,235.5,81,257.2,130,103.1,111,11.5,4,2,False
WI,51,area_code_408,False,False,0,197.8,60,221.0,64,168.6,134,8.9,5,1,False
CT,50,area_code_408,False,False,0,301.7,82,167.1,118,72.2,89,10.5,6,1,False
KS,116,area_code_510,False,False,0,189.5,90,189.8,118,205.8,83,13.1,2,1,False
AZ,117,area_code_408,False,False,0,239.9,84,174.8,106,209.5,93,9.8,2,0,False
ME,105,area_code_408,False,True,33,209.6,68,146.9,140,121.0,131,10.6,3,2,False
CO,71,area_code_415,False,False,0,277.5,104,131.8,121,126.9,101,8.2,2,1,False
OR,6,area_code_408,False,False,0,226.5,93,152.1,122,164.4,98,9.4,4,3,False
WV,87,area_code_415,False,False,0,58.0,125,67.5,116,185.9,136,11.5,3,0,False
WI,122,area_code_415,False,True,21,196.0,104,194.7,73,150.8,92,9.6,4,0,False
CA,175,area_code_510,False,False,0,161.2,121,136.7,109,103.3,63,9.6,9,1,False
UT,144,area_code_415,False,False,0,139.6,96,124.2,93,95.6,75,15.0,4,2,False
FL,85,area_code_408,False,True,33,207.9,95,233.5,88,221.3,92,13.5,3,1,False
MT,64,area_code_415,False,False,0,131.3,105,109.4,114,246.2,125,12.7,4,4,True
AL,91,area_code_415,False,False,0,271.9,106,231.9,116,247.0,110,9.3,3,1,True
VA,81,area_code_510,False,False,0,263.8,84,162.8,107,149.7,94,8.7,6,2,False
ME,82,area_code_415,False,True,23,165.2,103,193.9,78,170.9,90,11.8,2,1,False
TX,90,area_code_415,False,False,0,109.6,88,137.6,108,159.7,121,11.0,5,2,False
TX,126,area_code_415,False,False,0,190.9,143,149.7,72,191.4,87,13.0,3,1,False
KY,73,area_code_408,False,False,0,94.9,121,253.2,83,175.1,86,14.2,2,2,False
NE,161,area_code_415,False,False,0,166.2,125,279.4,78,181.0,85,13.4,6,1,False
NY,150,area_code_415,False,True,35,139.6,72,332.8,170,213.8,105,8.8,2,2,False
WY,71,area_code_415,False,False,0,243.7,124,60.0,90,189.0,129,11.3,2,0,False
CO,135,area_code_408,False,False,0,129.4,104,199.0,96,142.4,81,12.3,4,1,False
OK,159,area_code_510,False,False,0,198.8,107,195.5,91,213.3,120,16.5,7,5,False
KS,164,area_code_510,False,True,30,238.8,100,230.0,121,206.3,66,13.2,8,1,False
MA,98,area_code_415,False,False,0,182.6,76,145.2,75,162.6,127,12.0,1,6,True
MS,132,area_code_415,True,False,0,144.3,70,231.5,125,304.3,137,7.0,2,1,True
NH,54,area_code_510,False,False,0,210.5,102,204.5,83,127.8,53,8.5,5,1,False
AZ,124,area_code_415,False,False,0,253.5,104,117.9,123,248.5,104,14.0,2,0,False
MT,95,area_code_510,False,False,0,156.6,88,247.6,75,192.3,115,12.3,5,3,False
DE,29,area_code_415,False,False,0,163.7,109,207.3,88,266.2,101,10.4,2,1,False
WV,50,area_code_510,False,False,0,131.7,108,216.5,103,196.1,126,11.0,5,1,False
FL,131,area_code_408,False,False,0,43.3,118,178.5,113,185.9,120,10.6,4,0,False
CO,110,area_code_510,False,False,0,131.9,93,272.7,106,192.8,105,7.1,4,1,False
FL,161,area_code_415,True,False,0,156.1,114,180.3,63,179.6,115,11.1,9,2,False
OR,101,area_code_415,False,False,0,118.6,89,199.6,97,53.3,61,11.5,5,1,False
WI,92,area_code_415,False,False,0,157.7,101,298.6,100,216.9,99,13.8,3,1,False
AR,42,area_code_510,False,False,0,155.1,110,160.8,109,237.4,115,11.3,2,3,False
KY,58,area_code_415,False,False,0,247.2,116,303.7,103,105.4,94,9.3,2,2,True
OR,122,area_code_408,False,False,0,152.0,86,162.8,61,161.9,98,9.3,3,1,False
AR,153,area_code_408,False,False,0,154.6,56,263.0,84,367.7,89,15.5,2,1,False
CT,89,area_code_415,False,False,0,82.3,77,167.2,80,194.7,70,7.2,4,1,False
VA,128,area_code_415,False,False,0,216.0,111,153.7,115,227.0,74,12.7,4,1,False
ND,149,area_code_408,False,False,0,175.4,80,197.4,127,188.2,102,9.7,2,2,False
TX,140,area_code_408,False,False,0,194.8,107,170.9,99,225.1,93,13.9,4,0,False
MN,90,area_code_408,False,True,32,276.6,76,138.3,90,279.6,88,6.8,3,3,False
NH,117,area_code_510,True,False,0,54.2,100,303.2,84,171.8,84,8.6,2,1,True
KY,79,area_code_415,False,False,0,236.8,135,186.4,87,126.9,112,10.4,5,2,False
MN,125,area_code_415,True,True,29,260.8,81,163.7,112,271.7,117,17.0,6,1,True
MO,136,area_code_415,False,False,0,92.4,109,219.0,115,212.6,80,12.9,4,2,False
MT,163,area_code_510,False,True,23,160.0,104,189.4,64,229.9,118,10.4,7,1,False
GA,58,area_code_510,False,False,0,243.1,105,231.4,108,180.9,120,7.8,4,2,False
DE,99,area_code_415,False,False,0,254.4,120,159.3,92,264.4,94,6.0,5,1,False
KY,147,area_code_408,False,False,0,212.8,79,204.1,91,156.2,113,10.2,2,1,False
NC,161,area_code_415,False,False,0,322.3,100,230.4,135,241.5,104,7.8,5,2,True
AZ,134,area_code_415,False,True,40,142.9,105,88.6,61,290.0,96,10.8,6,1,False
VT,116,area_code_415,False,False,0,129.4,84,157.3,89,215.5,77,13.3,3,0,False
OR,132,area_code_510,False,False,0,265.8,122,285.1,90,183.6,124,13.6,9,2,True
LA,87,area_code_415,False,False,0,228.7,90,163.0,99,154.1,90,11.8,3,1,False
NM,105,area_code_415,False,False,0,193.7,108,183.2,124,293.7,72,10.8,5,1,False
WV,82,area_code_510,False,False,0,202.9,96,234.2,105,217.4,123,10.1,3,4,False
IN,148,area_code_415,False,True,26,158.7,91,160.5,127,218.3,88,9.9,3,1,False
VA,118,area_code_408,False,False,0,160.3,110,53.2,92,130.7,119,10.5,4,0,False
IL,116,area_code_510,False,False,0,164.6,110,270.6,103,230.4,109,8.0,3,0,False
SC,108,area_code_415,False,False,0,112.0,105,193.7,110,208.9,93,4.1,4,4,True
TN,37,area_code_415,False,False,0,221.0,126,204.5,110,118.0,98,6.8,3,4,False
NV,94,area_code_510,False,False,0,190.6,108,152.3,95,144.7,97,7.5,5,1,False
AL,55,area_code_415,True,False,0,191.9,91,256.1,110,203.7,101,14.3,6,1,True
UT,169,area_code_408,False,False,0,157.8,96,160.0,120,198.8,112,13.7,6,3,False
MA,36,area_code_415,False,False,0,140.4,117,204.5,121,251.3,79,8.7,4,2,False
DC,24,area_code_408,False,False,0,149.0,73,131.0,81,238.6,69,8.6,3,2,True
MD,60,area_code_510,False,False,0,190.8,100,196.0,85,151.7,110,9.9,9,0,False
MI,86,area_code_510,False,True,41,119.0,101,230.0,134,236.9,58,9.5,3,0,False
CO,74,area_code_415,False,False,0,225.2,93,215.1,120,241.8,95,9.1,2,2,False
IL,67,area_code_415,False,False,0,109.1,117,217.4,124,188.4,141,12.8,6,0,False
OR,67,area_code_415,True,False,0,120.9,58,235.0,88,95.1,130,11.4,11,2,False
WY,44,area_code_415,False,True,20,184.8,105,195.0,169,130.1,121,11.6,3,1,False
MA,111,area_code_415,False,False,0,284.4,89,157.0,113,242.8,91,8.4,8,0,True
OK,117,area_code_415,False,False,0,134.7,121,180.0,83,200.9,104,7.7,3,1,False
NM,79,area_code_415,False,False,0,187.3,108,177.1,72,269.2,135,9.5,3,3,False
KY,108,area_code_415,False,True,35,169.8,136,173.7,101,214.6,105,9.5,7,2,False
VA,99,area_code_415,False,True,42,216.0,125,232.3,104,215.5,100,9.3,4,2,True
TN,175,area_code_408,True,True,35,159.5,95,140.7,100,176.3,99,5.4,4,5,True
NE,148,area_code_415,False,False,0,178.3,98,282.6,110,181.0,98,11.4,4,1,False
NY,143,area_code_415,False,False,0,168.6,85,176.3,89,282.3,69,13.3,10,1,False
PA,86,area_code_415,False,True,23,247.6,65,255.7,104,150.0,138,7.3,5,3,False
WI,62,area_code_415,False,False,0,281.0,66,160.6,108,77.9,74,0.0,0,1,False
IA,82,area_code_510,False,True,23,123.7,93,139.1,74,174.5,118,10.6,2,1,False
MN,30,area_code_408,False,False,0,54.0,68,179.3,96,247.2,101,10.2,8,1,False
MA,158,area_code_415,False,False,0,214.7,112,262.9,115,228.9,68,11.6,2,1,False
CT,147,area_code_415,False,False,0,124.4,74,320.9,78,157.2,126,10.4,4,2,False
LA,75,area_code_510,True,False,0,153.2,78,210.8,99,153.5,100,7.8,3,1,False
IN,131,area_code_415,False,True,29,42.1,114,183.3,70,158.7,82,10.0,1,0,False
AZ,68,area_code_415,False,False,0,232.4,76,153.3,103,214.6,107,10.5,2,1,False
SC,127,area_code_510,False,True,33,180.5,94,241.9,107,225.4,113,7.4,2,1,False
SD,128,area_code_415,False,False,0,247.3,91,182.7,60,143.2,112,14.7,2,3,False
NC,54,area_code_408,False,False,0,199.8,94,308.0,112,162.6,99,10.1,4,0,False
SD,183,area_code_415,False,True,31,171.2,104,193.6,74,196.5,85,10.2,4,1,False
NC,172,area_code_408,False,True,47,274.9,102,186.6,118,245.0,123,8.8,2,1,False
NY,68,area_code_415,False,False,0,267.9,80,145.4,143,273.3,119,14.9,1,3,True
NC,77,area_code_408,True,True,44,103.2,117,236.3,86,203.5,101,11.9,2,0,True
IL,86,area_code_415,True,False,0,266.1,120,182.0,92,206.5,103,10.3,4,1,False
NE,39,area_code_510,False,False,0,185.0,113,106.5,125,167.3,78,12.0,2,0,False
NV,53,area_code_415,False,False,0,168.8,97,220.3,87,154.3,113,10.9,2,0,False
KY,151,area_code_408,False,True,17,214.7,97,138.5,90,169.1,44,8.6,4,1,False
CO,77,area_code_408,False,False,0,62.4,89,169.9,121,209.6,64,5.7,6,5,True
MI,52,area_code_415,False,False,0,204.4,97,273.2,128,179.6,118,11.0,5,1,False
TX,201,area_code_415,False,False,0,225.9,110,299.1,86,251.3,81,11.2,4,1,True
VT,73,area_code_415,False,False,0,217.8,91,220.6,97,277.3,89,10.3,6,1,True
RI,131,area_code_415,False,False,0,112.8,133,199.4,116,142.7,105,10.1,5,0,False
DC,63,area_code_408,False,False,0,83.0,64,177.0,106,245.7,89,13.0,3,0,False
NE,80,area_code_415,False,False,0,127.8,67,181.6,112,197.3,63,15.9,2,2,False
IN,72,area_code_510,False,False,0,287.4,116,235.3,126,292.1,114,5.0,3,4,True
CO,90,area_code_415,False,True,30,168.2,103,220.9,75,224.3,105,8.2,2,0,False
MS,59,area_code_408,False,True,27,127.4,110,103.3,99,164.2,73,9.1,3,0,False
NY,67,area_code_408,False,True,36,115.6,111,237.7,94,169.9,103,9.9,12,2,False
AK,50,area_code_408,False,False,0,183.6,107,58.6,118,202.6,99,8.7,3,1,False
VA,172,area_code_510,False,False,0,169.8,123,183.1,94,395.0,72,12.7,7,2,False
VT,80,area_code_415,False,False,0,160.6,103,237.0,109,245.1,88,10.7,1,1,False
NH,149,area_code_415,False,False,0,119.2,88,168.3,110,204.7,119,12.2,6,4,True
TX,148,area_code_408,False,False,0,249.7,91,185.1,90,234.2,88,10.5,1,1,False
WV,23,area_code_510,False,True,31,156.6,84,161.5,96,294.6,107,9.4,6,1,False
AZ,12,area_code_408,False,False,0,249.6,118,252.4,119,280.2,90,11.8,3,1,True
NC,72,area_code_415,False,False,0,137.6,106,143.5,94,273.7,110,9.6,6,2,False
WV,116,area_code_415,False,False,0,255.5,93,224.4,122,317.3,85,12.7,4,1,True
SD,65,area_code_408,False,True,31,282.3,70,152.0,89,225.5,93,12.0,4,1,False
ID,67,area_code_510,False,True,30,186.2,117,286.7,76,164.3,113,12.9,3,2,False
DC,79,area_code_510,False,False,0,161.1,110,170.6,111,274.4,80,7.6,2,2,False
ME,73,area_code_408,False,False,0,272.4,112,252.2,91,255.4,112,10.9,5,1,True
MD,141,area_code_415,False,False,0,185.1,126,233.0,98,152.2,106,9.1,7,0,False
WY,58,area_code_510,False,False,0,210.1,126,248.9,108,158.6,88,14.4,2,4,False
ME,137,area_code_510,False,False,0,110.5,79,223.2,111,169.5,64,10.5,3,3,False
PA,122,area_code_415,False,False,0,35.1,62,180.8,89,251.6,58,12.7,2,1,False
MT,74,area_code_415,False,False,0,162.7,102,292.0,105,183.3,80,8.7,6,0,False
FL,105,area_code_415,False,False,0,273.8,97,289.7,106,269.1,126,5.8,3,2,True
ME,99,area_code_415,False,False,0,222.4,102,185.8,89,237.7,81,12.0,8,2,False
OR,166,area_code_510,False,False,0,199.6,93,214.3,99,196.8,110,7.2,5,3,False
MT,101,area_code_415,False,False,0,154.4,130,217.2,101,185.4,52,13.9,4,1,False
NH,94,area_code_415,False,False,0,114.4,115,183.9,79,205.2,78,5.9,2,3,False
KS,124,area_code_415,False,False,0,158.6,104,211.2,77,179.3,104,10.2,8,3,False
AK,146,area_code_510,True,False,0,133.0,65,262.8,93,214.3,128,11.2,3,1,False
OK,15,area_code_415,False,False,0,121.1,130,216.0,86,235.1,33,16.1,5,2,False
NH,123,area_code_415,False,True,22,197.6,105,80.0,86,120.8,82,15.6,12,2,False
KY,78,area_code_415,False,False,0,145.5,124,143.4,71,291.1,123,9.5,5,3,False
MI,81,area_code_415,False,False,0,153.5,99,197.6,102,198.5,86,6.3,2,2,False
WA,117,area_code_408,False,False,0,191.1,93,282.8,56,84.8,118,12.0,4,2,False
